kommune,kommune_dagi_id,frigivelsestidspunkt,opdateringstidspunkt,valgforbund_navn,kandidatliste_id,valgforbund_partier,valgforbund_partibogstav
Middelfart,389156,2025-10-06 11:22:19,2025-10-06 11:22:19,Valgforbund 3,"['2f124e5e-ee15-407a-9f3b-894be85a89a4', '38c71b8f-6da4-40b8-9ca4-e8abb1e3a654']","['Det Konservative Folkeparti', 'Dansk Folkeparti']","['C', 'O']"
Middelfart,389156,2025-10-06 11:22:19,2025-10-06 11:22:19,Valgforbund 4,"['0773a23e-5b0b-44b6-8927-5e3f3a3db5f4', '742fbe4c-abbb-46ac-9637-2afe3f9c68b9', '7b5079c4-1d86-42ef-b3cb-1fe4d49bbb26', '894ff5bf-1d74-4b2a-ae57-a8e52c914af3', 'f451b25c-8269-4ebb-b618-f8051f5b42d6']","['Tværpolitisk Anstændighed', 'Omsorgsgruppen', 'Enhedslisten - De Rød/Grønne', 'Alternativet', 'Solidarisk ansvar']","['T', 'Q', 'Ø', 'Å', 'Y']"
Middelfart,389156,2025-10-06 11:22:19,2025-10-06 11:22:19,Valgforbund 2,"['c23a55c2-7b56-4f38-86e5-3fedb400d50a', 'e376367d-c1d7-42d4-b163-621885450241']","['Venstre, Danmarks Liberale Parti', 'Liberal Alliance']","['V', 'I']"
Thisted,389198,2025-10-06 10:11:13,2025-10-06 10:11:13,"Valgforbund C, I, V og Æ","['2382b54a-19dc-4a21-b004-d510ea42ac15', '99d70d00-742a-489e-87cb-a7095a46f255', 'c26f0096-8588-4201-adfa-889cf9885da1', 'c531ec13-13ad-4d57-ba62-21fc8de664b9']","['Venstre', 'Danmarksdemokraterne - Inger Støjberg', 'Det Konservative Folkeparti', 'Liberal Alliance']","['V', 'Æ', 'C', 'I']"
Thisted,389198,2025-10-06 10:11:13,2025-10-06 10:11:13,"Valgforbund B, F og Ø","['078f6417-1f00-4f31-b0bc-61752fe6a564', '9c7d84dc-5f38-49d1-885d-925eec28c239', 'f140ee99-67ac-438c-969e-b565307c5299']","['Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti', 'Radikale Venstre']","['Ø', 'F', 'B']"
Thisted,389198,2025-10-06 10:11:13,2025-10-06 10:11:13,Valgforbund O og T,"['23118d87-fc3f-4e0d-bdd3-1f74fe48ec4c', '76a8255e-2126-413b-8f25-0d95d30aa518']","['Dansk Folkeparti', 'Thy Borgerlige']","['O', 'T']"
Sorø,389145,2025-10-06 13:07:32,2025-10-06 13:07:32,"V - Venstre, D - Nye Borgerlige, I - Liberal Alliance, O - Dansk Folkeparti","['3a7ab8ce-a558-4552-aadf-6e9381957614', '6787a100-c524-4788-ac4c-bf1dd2adbf1c', '9bf3c812-8020-44cb-b21c-f9a62c1ad591', 'bcf5a882-fb2b-4ea9-aa0a-362cb4eb2e0a']","['Dansk Folkeparti', 'Nye Borgerlige', 'Liberal Alliance', 'Venstre']","['O', 'D', 'I', 'V']"
Sorø,389145,2025-10-06 13:07:32,2025-10-06 13:07:32,"C - Konservative, Æ - Danmarksdemokraterne","['30d2b324-195e-452e-ae53-9ef825d84575', 'd6bc7415-ea67-4a01-817b-c3090e3e8120']","['Danmarksdemokraterne - Inger Støjberg', 'Det Konservative Folkeparti']","['Æ', 'C']"
Sorø,389145,2025-10-06 13:07:32,2025-10-06 13:07:32,"A - Socialdemokratiet, F - Socialistisk Folkeparti, Ø - Enhedslisten","['1907465a-afb9-462d-bd13-b35a0189bd7b', '4ccc5ff2-f62c-40e2-8919-c99b5e7c992e', 'fa594d0f-7bca-4fa5-87e3-3813fe536c9d']","['Socialistisk Folkeparti', 'Enhedslisten', 'Socialdemokratiet']","['F', 'Ø', 'A']"
Sorø,389145,2025-10-06 13:07:32,2025-10-06 13:07:32,"B - Radikale Venstre, M - Moderaterne","['65352f81-4ae1-4d9b-b6d1-fa0cacd238f9', 'fe9f1030-33d4-4170-9035-0e39a3ae4420']","['Radikale Venstre', 'Moderaterne']","['B', 'M']"
Gentofte,389108,2025-10-06 15:16:30,2025-10-06 15:16:30,FØ,"['13d3279d-fd57-4145-987e-6a3299130754', 'fcd10df4-9aab-4dfd-84fc-bd51ff2a10cb']","['SF - Socialistisk Folkeparti', 'Enhedslisten - De Rød - Grønne']","['F', 'Ø']"
Gentofte,389108,2025-10-06 15:16:30,2025-10-06 15:16:30,ABM,"['74d6b412-0947-4019-bdbe-860033bc2012', '8a5879c0-da21-4f37-aad6-067225990554', 'eedaad66-e701-43f8-a2d5-c47ff2b37a0e']","['Moderaterne', 'Socialdemokratiet', 'Radikale Venstre']","['M', 'A', 'B']"
Gentofte,389108,2025-10-06 15:16:30,2025-10-06 15:16:30,CIOVÆ,"['02e5ffaf-f3ac-42fe-9545-c734a153a3bb', '1fc3c2c8-2777-4a5d-81c8-ddca82113617', '30c04336-ef8a-431f-b692-3737821cf2c7', '67589e40-5b4b-494b-b1e3-bfefc4137284', '8611e2c5-389d-4554-af08-e16e9079291d']","['Dansk Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Liberal Alliance', 'Venstre, Danmarks Liberale Parti', 'Det Konservative Folkeparti']","['O', 'Æ', 'I', 'V', 'C']"
Gribskov,389132,2025-10-06 10:01:57,2025-10-06 10:01:57,"Alliancen for Børnene, Ungdommen og Fremtiden","['55a0bd5e-1a6e-4cee-9cd3-5955a4bb761c', '60b92790-bc25-46a4-bcb8-fc227090743c', '8191b5eb-7501-4120-aa56-1e0882d3ad13']","['Alliancen for Børnene, Ungdommen og Fremtiden', 'Borgernes Gribskov', 'Folkestyret.dk']","['U', 'E', 'N']"
Gribskov,389132,2025-10-06 10:01:57,2025-10-06 10:01:57,Socialdemokratiet,"['3b0e102d-1bdb-44b8-b07f-8e0028d750c6', '3e3ab2aa-21ea-4eff-a0b3-db724d6b1be8', '95fb087f-7a03-44ce-ac67-f2917f0945b5']","['Enhedslisten - De Rød-Grønne', 'Socialdemokratiet', 'SF - Socialistisk Folkeparti']","['Ø', 'A', 'F']"
Gribskov,389132,2025-10-06 10:01:57,2025-10-06 10:01:57,Listen ByogLand,"['11b2ed50-4b50-44b1-8ec9-51d625b795c0', '17721e47-7bf8-497f-9cca-213e31c5234c', '2b921327-4ae2-4825-98d8-f9e0831fe777', 'c2ef8bfc-d1a5-4c58-9d49-9f012ff23353', 'e044f359-a121-4061-aa8d-fdcd898a51d7']","['Dansk Folkeparti', 'Det Konservative Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Liberal Alliance', 'Listen ByogLand']","['O', 'C', 'Æ', 'I', 'L']"
Gribskov,389132,2025-10-06 10:01:57,2025-10-06 10:01:57,Venstre,"['15d990cd-c95b-4894-8ee7-d0f4148344dd', '71c6f6cb-80ca-49f7-b62e-03fb4a81e3eb', 'fb9d45f0-2b48-4aa5-abbd-885508009d55']","['Moderaterne', 'Venstre, Danmarks Liberale Parti', 'Nytgribskov']","['M', 'V', 'G']"
Gribskov,389132,2025-10-06 10:01:57,2025-10-06 10:01:57,Alternativet,"['02202751-8f9f-46f6-8c14-65667d789972', 'bf6274ff-5035-49e4-bae4-d4ec91ebca0b', 'eebe9fc7-eccb-4c9b-b632-ac25c2a49fd1']","['Alternativet', 'Kristendemokraterne', 'Radikale Venstre']","['Å', 'K', 'B']"
Langeland,389164,2025-10-06 10:07:28,2025-10-06 10:07:28,ABV,"['2cffa510-6294-40b5-9218-c16d797c1110', 'b4c5bcd7-9412-42ce-9c09-7076d197e042', 'e9e66da4-3379-4314-8a7d-6657c191ef47']","['Socialdemokratiet', 'Radikale Venstre', 'Venstre, Danmarks Liberale Parti']","['A', 'B', 'V']"
Langeland,389164,2025-10-06 10:07:28,2025-10-06 10:07:28,FØ,"['770bfb29-96f4-4412-beae-06b5543567eb', '868e66a6-0c57-4981-a737-e2db5f4f5b98']","['Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti']","['Ø', 'F']"
Langeland,389164,2025-10-06 10:07:28,2025-10-06 10:07:28,CILMÆ,"['141d4434-58bc-4944-8af7-cfd5b90ffc54', 'a85c365e-e5de-4b7f-a532-a9526b8857b8', 'acf289d7-ab3b-4986-8182-aa421bced947', 'e9e36094-0b2d-48be-89f9-0bbf64c44dbb', 'ef27efcc-aab4-4c82-9981-7362d537eda0']","['Danmarksdemokraterne - Inger Støjberg', 'Liberal Alliance', 'Lokallisten Langeland', 'Moderaterne', 'Det Konservative Folkeparti']","['Æ', 'I', 'L', 'M', 'C']"
Haderslev,389166,2025-10-06 12:03:09,2025-10-06 12:03:09,VF3,"['007078c7-6369-4646-a0ad-2159c7954718', '4f006138-69a7-4eb6-8ebf-2d27d5db1eea', '53e4ac5b-1574-40cf-a984-bb474d50b605', '7573ac11-60b5-44e0-b12f-ec4eacec20a3', 'f25aa20e-26fd-45d0-9511-c33f13fef93d']","['Nye Borgerlige', 'Dansk Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Venstre - Danmarks Liberale Parti', 'Liberal Alliance']","['D', 'O', 'Æ', 'V', 'I']"
Haderslev,389166,2025-10-06 12:03:09,2025-10-06 12:03:09,VF1,"['91075beb-5b18-4836-b392-d283c68eac62', 'a68f197a-0780-4382-bc79-dcbf235e38e8']","['Socialdemokratiet', 'SF - Socialistisk Folkeparti']","['A', 'F']"
Haderslev,389166,2025-10-06 12:03:09,2025-10-06 12:03:09,VF4,"['4103fba7-5b01-4d5d-9d93-97d7eef3d7f2', 'a54c25d8-5acd-4c89-9467-5ccf27ba3b38']","['Alternativet', 'Enhedslisten - De Rød Grønne']","['Å', 'Ø']"
Haderslev,389166,2025-10-06 12:03:09,2025-10-06 12:03:09,VF2,"['1d992b8d-b5c8-40dd-9424-075677ba7b0a', '34dcd17b-c9b2-4fb7-aa4b-8b08dfca609d', '44bf96c2-2a50-4433-851e-72385a9c2b52', 'e80cb981-c16e-4c74-9689-6975279ecf1f']","['Slesvigsk Parti', 'Det Konservative Folkeparti', 'Kristendemokraterne', 'Radikale Venstre']","['S', 'C', 'K', 'B']"
Gladsaxe,389109,2025-10-06 11:41:21,2025-10-06 11:41:21,Valgforbund 3,"['10c04d72-4094-4c1d-95d5-4c1775d1f842', 'cd43d5d8-a89a-4b85-a60b-95309cc2292f', 'd5cb96e9-4cd4-477d-bc06-e5106f98ae2e']","['Radikale Venstre', 'Lokallisten Gladsaxe', 'Enhedslisten - De Rød-Grønne']","['B', 'L', 'Ø']"
Gladsaxe,389109,2025-10-06 11:41:21,2025-10-06 11:41:21,Valgforbund 4,"['69d2aa03-2080-4fd2-b4f1-9491d084d330', '938b2a27-1fcb-4f64-8511-7423ea322abe', 'e6f49c53-7042-4815-9181-0f6641c6a765']","['Liberal Alliance', 'Dansk Folkeparti', 'Danmarksdemokraterne - Inger Støjberg']","['I', 'O', 'Æ']"
Gladsaxe,389109,2025-10-06 11:41:21,2025-10-06 11:41:21,Valgforbund 2,"['43300250-7dd1-4508-b27a-dab9516a02df', '74c88703-c73e-4d72-8694-6463ff09be13']","['Det Konservative Folkeparti', 'Venstre - Danmarks Liberale Parti']","['C', 'V']"
Gladsaxe,389109,2025-10-06 11:41:21,2025-10-06 11:41:21,Valgforbund 1,"['189f06ac-e231-4cb1-bb35-49ba3e7599f6', '433a0be4-d533-47b1-99e7-88abd13dd504', '6482ce1a-1415-4efa-8941-7e06ef3ec0c1']","['SF - Socialistisk Folkeparti', 'Socialdemokratiet', 'Moderaterne']","['F', 'A', 'M']"
Albertslund,389112,2025-10-06 14:53:46,2025-10-06 14:53:46,BFØLT,"['34d46f44-a555-4617-8dcb-70d16fb2a2b2', '9b7f21de-9bd5-4ecb-b0be-6c1d372efc6c', 'ac355e9e-5285-4c48-b131-0abe912f4398', 'd068e5a6-ce50-4d69-90a4-e5b2e2724e9b', 'f62733c4-0b81-4493-af41-a5510901edb4']","['Albertslund-Listen', 'SF - Socialistisk Folkeparti', 'Radikale Venstre', 'Enhedslisten - De Rød-Grønne', 'Grøn Velfærd']","['L', 'F', 'B', 'Ø', 'T']"
Albertslund,389112,2025-10-06 14:53:46,2025-10-06 14:53:46,CIOV,"['154f1bf9-a665-4957-8759-e3e0d7119e87', '1c8a5224-4907-4947-acf6-1a2a0360f0f6', 'c727ce21-91e1-41f5-b0df-d54ecece739c', 'f5f09890-a20b-4d23-94c0-de17c9bbf9a4']","['Liberal Alliance', 'Det Konservative Folkeparti', 'Dansk Folkeparti', 'Venstre, Danmarks Liberale Parti']","['I', 'C', 'O', 'V']"
Bornholm,389133,2025-10-06 10:09:43,2025-10-06 10:09:43,Valgforbund B-F,"['322227e2-5117-4323-a124-206837272f0e', '9c005fdf-19ef-4c06-89f5-75957bb038d9']","['SF - Socialistisk Folkeparti', 'Radikale Venstre']","['F', 'B']"
Bornholm,389133,2025-10-06 10:09:43,2025-10-06 10:09:43,Valgforbund I-K,"['877dee98-2028-480f-83b4-a50dc512e448', '95b5d2d0-8307-4d48-a09f-431f0a7455ec']","['Kristendemokraterne', 'Liberal Alliance']","['K', 'I']"
Bornholm,389133,2025-10-06 10:09:43,2025-10-06 10:09:43,Valgforbund Q-Ø,"['3653c57b-b8a8-4a19-b105-76ee7249b777', '4134b923-97c8-4d6a-9796-34f643643b7b']","['Enhedslisten - De Rød-Grønne', 'Frie Grønne']","['Ø', 'Q']"
Bornholm,389133,2025-10-06 10:09:43,2025-10-06 10:09:43,Valgforbund C-O-V-Æ,"['375c265d-8a03-4456-bb35-00b8f79cbcea', '69b1181d-bfce-4c48-84f8-0887afcef888', 'adfcdfd3-1d41-4bc1-bf50-023af743c2b0', 'f88941d3-efb4-48bd-9f5e-b5d38672295e']","['Det Konservative Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Venstre, Danmarks Liberale Parti', 'Dansk Folkeparti']","['C', 'Æ', 'V', 'O']"
Tønder,389168,2025-10-06 10:07:29,2025-10-06 10:07:29,F-Å,"['b6bab73b-2fd7-4459-9248-a77b6b9174a0', 'c27b596c-a295-4a23-aa0e-038cdb79bfdc']","['Alternativet', 'SF - Socialistisk Folkeparti']","['Å', 'F']"
Tønder,389168,2025-10-06 10:07:29,2025-10-06 10:07:29,C-I-O-Y,"['50cc59dd-d387-4352-b41d-90d515408927', 'ac7d6f3b-5f10-44cf-a6be-12a52b5e4e93', 'c1363435-f5d7-4049-89b9-27683adc1055', 'cc64e476-0c6d-4c5f-ad4a-2a58138e8d29']","['Velfærdsdemokraterne', 'Det Konservative Folkeparti', 'Liberal Alliance', 'Dansk Folkeparti']","['Y', 'C', 'I', 'O']"
Tønder,389168,2025-10-06 10:07:29,2025-10-06 10:07:29,V-Æ,"['1ed1c17d-ed6f-4512-ac08-499ddc55e17b', 'e33a54c0-0e04-43aa-86a1-be9140a1d357']","['Venstre, Danmarks Liberale Parti', 'Danmarksdemokraterne - Inger Støjberg']","['V', 'Æ']"
Frederikshavn,389200,2025-10-06 10:27:45,2025-10-06 10:27:45,Valgforbund 1,"['0a919749-e4d7-42dc-ba84-4591370005de', '69de0114-7400-48dc-ab5b-bfb09e599586']","['Enhedslisten - De Rød-Grønne', 'SF - Socialistisk Folkeparti']","['Ø', 'F']"
Frederikshavn,389200,2025-10-06 10:27:45,2025-10-06 10:27:45,Valgforbund 2,"['7ecc9488-c44b-4e2b-85a1-9ec8da55e40b', '9ee7d8b9-ea9b-45e8-80b0-2d57ff99b9a2']","['Danmarksdemokraterne - Inger Støjberg', 'Venstre, Danmarks Liberale Parti']","['Æ', 'V']"
Frederikshavn,389200,2025-10-06 10:27:45,2025-10-06 10:27:45,Valgforbund 3,"['4067977a-d2ee-479f-af57-d4458b0690a1', '7c562ec0-5361-4800-8515-53fb58b1fa85', 'a2fda784-eaac-4ba1-aa9e-91dc8459c3e6']","['Dansk Folkeparti', 'Liberal Alliance', 'Det Konservative Folkeparti']","['O', 'I', 'C']"
Holbæk,389140,2025-10-06 13:59:09,2025-10-06 13:59:09,CIOÆ,"['05154d85-2a05-4675-bba4-6e112d21b4b0', '7315fe97-0676-482a-ae50-f3c643832e9a', '8b95a960-12d6-4d92-929c-1c8aec1b015e', 'e4e70095-afa9-4e88-851f-c76f25191904']","['Det Konservative Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Dansk Folkeparti', 'Liberal Alliance']","['C', 'Æ', 'O', 'I']"
Holbæk,389140,2025-10-06 13:59:09,2025-10-06 13:59:09,MV,"['0884cef8-87bd-4169-8356-031b43f98a66', 'fda76a93-759f-4d93-83cd-e5ad8a622c53']","['Venstre, Danmarks Liberale Parti', 'Moderaterne']","['V', 'M']"
Holbæk,389140,2025-10-06 13:59:09,2025-10-06 13:59:09,FØÅ,"['2b3862e2-e545-43a7-afb7-8e9673db944c', '4527ee73-10eb-43b4-9e9c-12a45842c5d4', 'ef9ffa52-77a9-4795-9461-56050acfac5e']","['Alternativet', 'SF - Socialistisk Folkeparti', 'Enhedslisten - De Rød-Grønne']","['Å', 'F', 'Ø']"
Holbæk,389140,2025-10-06 13:59:09,2025-10-06 13:59:09,ABN,"['95910603-9ab7-4d38-9e3b-62e86eec3be7', 'da892d68-4790-4666-b909-65dc80112004', 'fb955f02-6a99-4b9e-bf54-f5a9380e41f3']","['Socialdemokratiet', 'Radikale Venstre', 'Ny Holbæk']","['A', 'B', 'N']"
Odsherred,389139,2025-10-06 13:47:22,2025-10-06 13:47:22,Valgforbund 5,"['1e32e86a-31b4-46d5-99f8-1fd1d58076b5', 'ce27e9e0-1612-4140-b743-b6c8baaf6797']","['Nyt Odsherred', 'Venstre, Danmarks Liberale Parti']","['N', 'V']"
Odsherred,389139,2025-10-06 13:47:22,2025-10-06 13:47:22,Valgforbund 4,"['5c7c0a6f-c4ce-4756-bc73-f950bfe16fa1', 'fe1b96a4-9d73-4b25-b39e-0ae5ccb131e8']","['Danmarksdemokraterne - Inger Støjberg', 'Lokalt Fokus']","['Æ', 'L']"
Odsherred,389139,2025-10-06 13:47:22,2025-10-06 13:47:22,Valgforbund 3,"['7c4baafc-cc67-4862-a928-34a15cc2ad96', 'b09abad8-1d1a-4d06-b11b-c3426a7b4a46', 'd34df07b-120b-4a4f-b537-e8b9106e8135']","['SF - Socialistisk Folkeparti', 'Alternativet', 'Enhedslisten - De Rød-Grønne']","['F', 'Å', 'Ø']"
Odsherred,389139,2025-10-06 13:47:22,2025-10-06 13:47:22,Valgforbund 1,"['48004320-a7d3-4244-978b-e0d96fe82dd6', '915ff178-1036-49ef-bec2-d873ee01c05c']","['Moderaterne', 'Radikale Venstre']","['M', 'B']"
Odsherred,389139,2025-10-06 13:47:22,2025-10-06 13:47:22,Valgforbund 2,"['2b145fce-234e-4ce9-aca5-f6fd0962fb87', '3c88c85b-3c73-45f4-81fa-137aa9b694ce', '7cd647e0-11e4-4153-b410-b42b599b65e7']","['Dansk Folkeparti', 'Det Konservative Folkeparti', 'Liberal Alliance']","['O', 'C', 'I']"
Ikast-Brande,389180,2025-10-06 10:09:13,2025-10-06 10:09:13,F og L,"['38fc1762-2636-4539-982b-f76a1bf18c37', '418f34a5-dafa-4596-9adb-e26a0ead72cf']","['SF - Socialistisk Folkeparti', 'Fælleslisten']","['F', 'L']"
Ikast-Brande,389180,2025-10-06 10:09:13,2025-10-06 10:09:13,"C, I, O og Æ","['2488c488-517c-49e7-8c9c-1afc6887bb58', '623c2df1-b1ec-40cc-b5b0-e5357130cd48', '8cda2c94-c33f-4546-90c8-af06ed49e5f4', 'a8665dee-d287-4513-a716-bf4d7ddc39bc']","['Det Konservative Folkeparti', 'Danmarksdemokraterne - Inger Støjberg', 'Liberal Alliance', 'Dansk Folkeparti']","['C', 'Æ', 'I', 'O']"
Guldborgsund,389151,2025-10-06 13:40:51,2025-10-06 13:40:51,Valgforbund 1,"['127c2d4f-63de-4315-95c8-2784f0cc7f4d', '346c34e9-95fc-4e1e-8554-ecc26371235d', 'ff5631ce-2bf9-48b5-930d-f147f8969c0d']","['Socialdemokratiet', 'SF - Socialistisk Folkeparti', 'Enhedslisten - De Rød-Grønne']","['A', 'F', 'Ø']"
Guldborgsund,389151,2025-10-06 13:40:51,2025-10-06 13:40:51,Valgforbund 3,"['054f574e-d78d-4ebd-aceb-6720ed30bcab', '175f9545-66c9-431d-a51f-f00559fead49', 'f60c9586-053f-4ba6-a320-6bb799da906d']","['Moderaterne', 'Radikale Venstre', 'Guldborgsundlisten']","['M', 'B', 'L']"
Guldborgsund,389151,2025-10-06 13:40:51,2025-10-06 13:40:51,Valgforbund 4,"['1537e6bb-6ab9-4074-958c-07b6e352faee', '15404f71-4e05-444e-a4e6-84b36fc517af']","['Dansk Folkeparti', 'Sydhavslisten']","['O', 'T']"
Guldborgsund,389151,2025-10-06 13:40:51,2025-10-06 13:40:51,Valgforbund 2,"['64ce45fa-5bc6-49cc-89c9-5a113380201d', '677ec3c1-a035-4651-a439-1805e01b73d2', 'bf8755df-594b-4752-aaf1-2314453eb909', 'e2bd9ffa-52d7-4028-9d00-d41b271a309f']","['Venstre, Danmarks Liberale Parti', 'Danmarksdemokraterne - Inger Støjberg', 'Liberal Alliance', 'Det Konservative Folkeparti']","['V', 'Æ', 'I', 'C']"
Ærø,389165,2025-10-06 11:00:46,2025-10-06 11:00:46,"B, C","['af88a00d-efc6-4fd6-9e8d-112da2ed51fe', 'd246a848-d1cc-4893-8b3b-af1fa2164618']","['Radikale Venstre', 'Det Konservative Folkeparti']","['B', 'C']"
Ærø,389165,2025-10-06 11:00:46,2025-10-06 11:00:46,"I, O","['6d96071c-d0a0-439f-b9d4-c8ead30763b7', '9b953a50-8638-43a8-9c37-a6772b1b92f0']","['Liberal Alliance', 'Dansk Folkeparti']","['I', 'O']"
Ærø,389165,2025-10-06 11:00:46,2025-10-06 11:00:46,"A, E, F","['5c64853f-2310-4af8-89e1-c4ce4ec4f97b', '66ca46fb-c102-4f10-bf0e-9b186b680e7d', 'c6169a32-76eb-4c23-a76b-f133e5abe9e5']","['Ærø i Centrum', 'SF - Socialistisk Folkeparti', 'Socialdemokratiet']","['E', 'F', 'A']"
Ærø,389165,2025-10-06 11:00:46,2025-10-06 11:00:46,"V, Æ","['5bc0201a-b42e-483f-9c0a-3438a9d0b149', 'eadd9be1-7c59-46d2-aadb-6c228bb6bc78']","['Danmarksdemokraterne - Inger Støjberg', 'Venstre, Danmarks Liberale Parti']","['Æ', 'V']"
Odense,389161,2025-10-06 13:08:17,2025-10-06 13:08:17,Valgforbund 4,"['3f8cde29-c62c-40a7-8c87-d6633393d6ff', '59c5edd4-6f17-444e-b955-0da2da1b76a5', '82d42a0e-18a4-46db-b2b7-60825b2f0a51']","['Liberal Alliance', 'Det starter i Odense', 'Dansk Folkeparti']","['I', 'U', 'O']"
Odense,389161,2025-10-06 13:08:17,2025-10-06 13:08:17,Valgforbund 2,"['4f0d00a5-882d-4f65-9253-1e17eb22361b', '7ca971c0-aede-4c13-b2e2-6910abc9e0bc', 'a225b634-b820-435f-9314-8a5277a9c240', 'a64fa150-cefe-4e8f-91a9-deb596d16f52', 'abb73d4a-8d9e-40c3-8bf0-169e5c38b4d0']","['Venstre, Danmarks Liberale Parti', 'Det Konservative Folkeparti', 'KristenDemokraterne', 'Danmarksdemokraterne - Inger Støjberg', 'Et Bedre Odense']","['V', 'C', 'K', 'Æ', 'L']"
Odense,389161,2025-10-06 13:08:17,2025-10-06 13:08:17,Valgforbund 5,"['1a3b2958-9fb7-4ef8-87ac-9f968d5cfd81', '4ef37ed7-6141-49cb-b66a-6a31dbe2f3a6']","['Stabilt Demokrati', 'Lokallisten Nyt Odense']","['G', 'E']"
Odense,389161,2025-10-06 13:08:17,2025-10-06 13:08:17,Valgforbund 1,"['7d6f3869-a640-4d87-8e38-bc36449e9aeb', '81a390b1-e6d2-409f-a535-f6a46f509d82', '8c254a09-d070-479d-81cb-2ce70476e38d']","['Alternativet', 'Frie Grønne - Danmarks nye venstrefløjsparti', 'Enhedslisten - De Rød-Grønne']","['Å', 'Q', 'Ø']"
